Name,Price
Walkerswood Hot Scotch Bonnet Pepper Sauce 170 ml,"₦2,800"
Dunns River Jamaican Style Hot Sauce 85 ml,"₦1,560"
Lee Kum Kee Sweet Soy Sauce 207 ml,"₦3,440"
Grey Poupon Whole Grain Mustard 210 g,"₦2,895"
Tesco Finest British Bramley Apple Sauce With Cider 200 g,"₦2,940"
HP Brown Sauce Top Down Reduced Sugar & Salt 450 g,"₦4,580"
Kuhne Made For Meat Smoked Pepper BBQ Sauce 235 ml,"₦3,385"
Franks Red Hot Original Cayenne Pepper Sauce 148 ml,"₦2,695"
Yutaka Organic Tamari Soy Sauce Gluten-Free 150 ml,"₦3,175"
Lee Kum Kee Premium Light Soy Sauce 500 ml,"₦4,810"
Lee Kum Kee Premium Light Soy Sauce 150 ml,"₦2,470"
Lee Kum Kee Premium Dark Soy Sauce 500 ml,"₦4,810"
Lee Kum Kee Premium Dark Soy Sauce 150 ml,"₦2,470"
Lee Kum Kee Double Deluxe Soy Sauce 150 ml,"₦2,895"
Yo! Yakisoba Soy Ginger & Garlic Stir Fry Sauce 100 g,"₦2,005"
Tesco Antiseptic Wipes x10,"₦1,815"
Heinz Apple Juice 150 ml,"₦2,040"
